index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
315,3 Day Kruger Park Hotel Safari,"The Kruger National Park is one of the world’s premier nature reserves, and you will spend a significant amount of time exploring it during this three-day hotel safari.","South Africa, Kruger National Park",South Africa,ZAR,,1,"['https://moafrikatours.com/wp-content/uploads/2022/11/8cef8397e0da2335127774cd6c5f8a735ebfb567-1600x901-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kapama-wildlife-kudu-and-bushveld-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/vEBDm4cA-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/11/8cef8397e0da2335127774cd6c5f8a735ebfb567-1600x901-1-1024x577.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Kapama-wildlife-kudu-and-bushveld-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/vEBDm4cA-1.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/3-day/3-day-kruger-park-hotel-safari/,,20250210_154551
316,5 Day Kruger Park and Panorama Route Hotel Safari,"The Kruger National Park is one of the world’s premier nature reserves, and you will spend a significant amount of time exploring it during this four-day hotel safari.","South Africa, Kruger National Park",South Africa,ZAR,"21,060",5,"['https://moafrikatours.com/wp-content/uploads/2022/11/R-7-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/35-banner-640x310-1-scaled-1-scaled-3-768x576.webp', 'https://moafrikatours.com/wp-content/uploads/2024/08/GettyImages-542084791-5a5c7d56e258f800373c1acf-scaled-2-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Gods-Window-2-1-1-768x576.webp', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-7.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/35-banner-640x310-1-scaled-1-scaled-3-1024x768.webp', 'https://moafrikatours.com/wp-content/uploads/2024/08/GettyImages-542084791-5a5c7d56e258f800373c1acf-scaled-2-1024x683.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/5-day/5-day-kruger-park-and-panorama-route-hotel-safari/,,20250210_154557
317,4 Day Kruger Park and Panorama Route Hotel Safari,"The Kruger National Park is one of the world’s premier nature reserves, and you will spend a significant amount of time exploring it during this four-day hotel safari.","South Africa, Kruger National Park",South Africa,ZAR,"17,160",4,"['https://moafrikatours.com/wp-content/uploads/2022/11/R-6-768x300.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/bourkes-luck-potholes-panoramaroute-1024x684-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/OIP-2.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/35-banner-640x310-1-scaled-1-scaled-2-768x576.webp', 'https://moafrikatours.com/wp-content/uploads/2022/11/R-6-1024x400.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/bourkes-luck-potholes-panoramaroute-1024x684-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/OIP-2.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/4-day-kruger-park-and-panorama-route-hotel-safari/,,20250210_154602
318,Half-Day Private Tuk Tuk Tour in Soweto,"Soweto is a bustling city on the outskirts of Johannesburg that is rich in history and home to almost 2 million inhabitants. Famously home to two Nobel Peace Prize winners, the great Nelson Mandela and Archbishop Desmond Tutu, it was the epicenter of the struggle for freedom and equality in the apartheid era.","South Africa, Johannesburg, Soweto",South Africa,ZAR,975,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/MG_5988-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_4642-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_6168-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_6554-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_5988-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_4642-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/MG_6168-1024x683.jpg']",https://moafrikatours.com/south-africa/johannesburg/soweto/tours/1-day/private/half-day-private-tuk-tuk-tour-in-soweto/,,20250210_154607
319,Pretoria City and Diamond Mine Tour,"The city of Pretoria is South Africa’s administrative capital and we take you on an amazing cultural experience that includes tree lined avenues, inspiring architecture and historical monuments. Also we visit the world renowned Cullinan Diamond mine.","South Africa, Pretoria",South Africa,ZAR,"1,980",1,"['https://moafrikatours.com/wp-content/uploads/2022/09/8b.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/7a.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/40.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/66.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/8b.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/7a.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/40.jpg']",https://moafrikatours.com/south-africa/pretoria/tours/1-day/pretoria-city-and-diamond-mine-tour/,,20250210_154613
320,3 Day Private Chalet or Hotel Safari,A private African safari in the Kruger National Park is likely to be at the top of almost everyone’s bucket list when visiting this part of the world.,"South Africa, Kruger National Park",South Africa,ZAR,"22,465",3,"['https://moafrikatours.com/wp-content/uploads/2022/04/20180409_153638_1200x1200-768x432.webp', 'https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/On-safari-at-Londolozi_2-768x474.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/classic-accomodation-outlook-safaris-bungalows-pretoriuskop-4.jpg-4-768x498.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/20180409_153638_1200x1200-1024x576.webp', 'https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/On-safari-at-Londolozi_2-1024x631.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/3-day/private/3-day-private-chalet-or-hotel-safari/,,20250210_154618
321,4 Day Private Chalet or Hotel Safari,"When travelling to South Africa, practically everyone’s dream vacation includes going on an African safari in Kruger National Park in their own private vehicle.","South Africa, Kruger National Park",South Africa,ZAR,"32,100",4,"['https://moafrikatours.com/wp-content/uploads/2022/04/Buffalo-and-baobab-Pafuri-image1005-768x438.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kruger-Couple-game-drive-Court-SANParks-Copy-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-768x149.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/kruger-national-park-game-drive-sunsafaris-20190324205023-768x192.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/Buffalo-and-baobab-Pafuri-image1005-1024x585.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Kruger-Couple-game-drive-Court-SANParks-Copy-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-1024x199.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/private/4-day-private-chalet-or-hotel-safari/,,20250210_154624
322,5 Day Private Chalet or Hotel Safari,A break from the strains of everyday life can be had by spending some time in the park on a typical safari tour that lasts for five days and takes place on a private base.,"South Africa, Kruger National Park",South Africa,ZAR,"40,655",5,"['https://moafrikatours.com/wp-content/uploads/2022/04/bdddd1f3-26b3-478e-8298-d3029da8af1c-pl8aovxawjo6ztt5ulglfgzqht86i1holgomx7a36c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-768x149.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/iStock_Wildlife_Hippopotamus-768x307.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/Kruger_Bungalow_outside_1027x768_lg-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/bdddd1f3-26b3-478e-8298-d3029da8af1c-pl8aovxawjo6ztt5ulglfgzqht86i1holgomx7a36c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-1024x199.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/iStock_Wildlife_Hippopotamus-1024x409.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/5-day/private/5-day-private-chalet-or-hotel-safari/,,20250210_154629
323,6 Day Private Chalet or Hotel Safari,"When travelling to South Africa, practically everyone’s dream vacation includes going on an African safari in Kruger National Park in their own private vehicle. A trip to the Kruger National Park is one of those experiences that is undoubtedly at the very top of their bucket list and will stay with them forever.","South Africa, Kruger National Park",South Africa,ZAR,"52,425",6,"['https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-768x375.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/lion-pride-drinking-kruger-national-park-south-africa-lions-107516941-768x288.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/39ebe94908b38754c7d2f79600432677-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/iStock_000008085548_Leopard_Kruger_National_Park-768x256.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-1024x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/lion-pride-drinking-kruger-national-park-south-africa-lions-107516941-1024x385.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/04/39ebe94908b38754c7d2f79600432677-1024x681.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/6-day/private/6-day-private-chalet-or-hotel-safar/,,20250210_154635
324,4 Day Camping Kruger Safari,"Enjoy your Kruger National Park safari trip using our four day camping safari tour option for an adventure to find Africa’s Big Five: Elephant, Lion, Rhino, Leopard, and Buffalo.","South Africa, Kruger National Park",South Africa,ZAR,,4,"['https://moafrikatours.com/wp-content/uploads/2022/09/hjkhjk-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/bnm-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/ert-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/hgty-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/hjkhjk-1024x768.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/bnm-1024x768.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/ert-1024x768.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/4-day-camping-kruger-safari-tour/,,20250210_154640
325,Umkumbe Safari Lodge 3-day Safari,Umkumbe Safari Lodge is located on the banks of the Sand River in the world-renowned Sabi Sand Game Reserve. You may see the “big five” in one of the nicest settings in all of southern Africa if you travel to Umkumbe.,"South Africa, Johannesburg, Kruger National Park, Sabi Sands",South Africa,ZAR,,3,"['https://moafrikatours.com/wp-content/uploads/2022/08/safari-umkumbe-sabi-sands-bedroom-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/sabi-sands-umkumbe-safari-pool-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/safari-umkumbe-sabi-sands-bedroom-1024x539.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-1024x539.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-1024x576.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/umkumbe-safari-lodge/safaris/3-day/umkumbe-safari-lodge-3-day-safari-tour/,,20250210_154646
326,Elephant Plains Game Lodge 3-day Safari Tour,"Located in the world-famous Sabi Sand Game Reserve, next to Kruger National Park, lies the Elephant Plains Game Lodge, a place of cosy elegance and economical luxury.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"14,050",3,"['https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-Featured-768x422.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-1-768x542.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/5-1-768x484.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-Featured.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-1-1024x722.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/3-day/elephant-plains-game-lodge-3-day-safari/,,20250210_154651
327,Elephant Plains Game Lodge 4-day Safari Tour,"Located in the world-famous Sabi Sand Game Reserve, next to Kruger National Park, lies the Elephant Plains Game Lodge, where you can experience a place of cosy elegance and economical luxury.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"20,990",4,"['https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-768x375.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-768x542.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/5-768x484.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-1024x500.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/2-1024x722.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/4-day/elephant-plains-game-lodge-4-day-safari/,,20250210_154657
328,Umkumbe Safari Lodge 4-day Safari Tour,Umkumbe Safari Lodge is located on the banks of the Sand River in the world-renowned Sabi Sand Game Reserve. You may see the “big five” in one of the nicest settings in all of southern Africa if you travel to Umkumbe.,"South Africa, Johannesburg, Kruger National Park, Sabi Sands",South Africa,ZAR,,4,"['https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-1-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/sabi-sands-umkumbe-safari-pool-1-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/11/164712026-safari-wallpapers-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/luxury-safari-sabi-sands-umkumbe-boma-1-1024x539.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/maxresdefault-1-1-1024x576.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/umkumbe-safari-lodge/safaris/4-day/umkumbe-safari-lodge-4-day-safari-tour/,,20250210_154702
329,Umkumbe Safari Lodge 5-day Safari Tour,Umkumbe Safari Lodge is located on the banks of the Sand River in the world-renowned Sabi Sand Game Reserve. You may see the “big five” in one of the nicest settings in all of Southern Africa if you travel to Umkumbe.,"South Africa, Johannesburg, Kruger National Park, Sabi Sands",South Africa,ZAR,,5,"['https://moafrikatours.com/wp-content/uploads/2022/03/wade-lambert-gu11ihvi07q-unsplash-20200731082750-768x149.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/maxresdefault-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/luxury-safari-sabi-sands-umkumbe-boma-768x404.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/maxresdefault-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/wade-lambert-gu11ihvi07q-unsplash-20200731082750-1024x199.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/03/maxresdefault-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/luxury-safari-sabi-sands-umkumbe-boma-1024x539.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/umkumbe-safari-lodge/safaris/5-day/umkumbe-safari-lodge-5-day-safari-tour/,,20250210_154708
330,Elephant Plains Game Lodge 5-day Tour,"Located in the world-famous Sabi Sand Game Reserve, next to Kruger National Park, lies the Elephant Plains Game Lodge, a place of cosy elegance and economical luxury.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,,5,"['https://moafrikatours.com/wp-content/uploads/2022/08/1a3b9e153c32764828039a7d0cbbffed-2-6-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/252067143-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-768x375.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-Featured-768x422.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/1a3b9e153c32764828039a7d0cbbffed-2-6-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/252067143-1024x682.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/08/Elephant-Plains-3-1024x500.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/5-day/elephant-plains-game-lodge-5-day-safari/,,20250210_154713
